Brand,Polish Name,Pinterest,Description,Type,Swatch Wheel,Swatch Color,Swatch Num,Coats,Tried,Gift,Notes
Vapid,Blackened Amethyst,,Purple Holo,Holo,Purple 261,Purple,261,2,,,
Vapid,Brown Chicken Brown Cow,,Chocolate Brown Creme,Creme,Brown 17,Brown,17,2,,,
Vapid,Candied Apple Bobbing,,Deep Red Pink Jelly Shimmer,Shimmer,Red 63,Red,63,2,,,
Vapid,Canis Majoris,,Teal Multichrome Dirty Holo,Holochrome,Teal 66,Teal,66,2,,,
Vapid,Catch Me if You Can,,Teal Holo,Holo,Teal 37,Teal,37,2,,,
Vapid,Cosmic Pearls,,Orange to Pink Multichrome Dirty Holo,Holochrome,Orange 23,Orange,23,2,,,Might need to recategorize color wise.
Vapid,Crab Nebula,,Red to Yellow Multichrome Dirty Holo,Holochrome,Red 119,Red,119,2,,,
Vapid,Cryogenic Refrigerant,,Silver Holo,Holo,Grey 39,Grey,39,2,,,
Vapid,Cyber Punk,,Rose Gold Super Holo,Holo,Pink 24,Pink,24,2,,,
Vapid,Dirty Grape Stomp,,Purple Holo,Holo,Purple 74,Purple,74,2,,,
Vapid,Distressed,,Blue with Gold and Teal Shimmer,Shimmer,Blue 138,Blue,138,2,,,
Vapid,Drunk Yoga,,Purple Jelly with Multichrome Flakies,Jelly,Purple 204,Purple,204,3,,,
Vapid,Feed Me Grapes,,Plum Creme,Creme,Purple 61,Purple,61,2,,,
Vapid,Firestarter,,Red Metallic,Metallic,Red 72,Red,72,2,,,
Vapid,Fish Out of Water,,Sky Blue with Golden Shimmer,Shimmer,Blue 70,Blue,70,2,,,
Vapid,Hard Candy,,Bright Pink with Silver Shimmer,Shimmer,Pink 47,Pink,47,2,,,
Vapid,I'm Late!,,White with Purple Shimmer,Shimmer,White 10,White,10,3,,,
Vapid,Impossible Things,,Purple to Pink to Gold,Multichrome,Purple 351,Purple,351,3,,,
Vapid,Magellanic Cloud,,Pink Multichrome Dirty Holo,Holochrome,Pink 116,Pink,116,2,,,
Vapid,Milky Way,,Purple to Pink Multichrome Dirty Holo,Holochrome,Purple 371,Purple,371,2,,,
Vapid,Mistrust,,Light Berry Holo,Holo,Purple 200,Purple,200,2,,,
Vapid,Much Muchier,,Dark Purple to Green Multichrome,Multichrome,Purple 349,Purple,349,2,,,
Vapid,Nessie,,Purple with Aqua Shimmer,Shimmer,Purple 281,Purple,281,2,,,
Vapid,Netflix & Chill,,Purple Creme,Creme,Purple 45,Purple,45,2,,,
Vapid,Nonsense,,Berry Purple Shimmer,Shimmer,Purple 350,Purple,350,2,,,
Vapid,Not All There Myself,,Berry Pink Shimmer,Shimmer,Pink 113,Pink,113,2,,,
Vapid,Original Sin,,Berry Holo,Holo,Pink 67,Pink,67,2,,,
Vapid,Pandora's Cluster,,Pink to Purple Multichrome Dirty Holo,Holochrome,Purple 372,Purple,372,2,,,
Vapid,Pegasus Poots,,Lavender Holo,Holo,Purple 203,Purple,203,2,,,
Vapid,Polarize,,Blue Holo,Holo,Blue 167,Blue,167,2,,,
Vapid,Problem Child,,Reddish Brownish Holo,Holo,Brown 22,Brown,22,2,,,
Vapid,Prototype 111,,White with Pink Shimmer,Shimmer,White 8,White,8,2,,,
Vapid,Puhcock,,Teal Creme,Creme,Teal 31,Teal,31,2,,,
Vapid,Purple Poison,,Bright Purple Holo,Holo,Purple 129,Purple,129,2,,,
Vapid,Reindeer Games,,Red Holo,Holo,Red 85,Red,85,2,,,
Vapid,Resting Bitch Face,,Red Creme,Creme,Red 73,Red,73,2,,,
Vapid,Ride Or Die,,Lavender Silver Holoy Holo,Holo,Grey 42,Grey,42,2,,,
Vapid,Rock the Boat,,Navy Blue Creme,Creme,Blue 59,Blue,59,2,,,
Vapid,Smokescreen,,Grey with Copper Shimmer,Shimmer,Grey 58,Grey,58,2,,,
Vapid,Snuggle Monster,,Bright Pink Creme,Creme,Pink 9,Pink,9,2,,,
Vapid,Spellcaster,,Red to Purple Multichrome Holo,Holo,Purple 173,Purple,173,2,,,
Vapid,Stressed Out,,Purple Holo,Holo,Purple 157,Purple,157,2,,,
Vapid,Sweaters 'N Denim,,Blue to Copper Thermal,Thermal,Blue 90,Blue,90,2,,,
Vapid,Twerk-uoise,,Light Teal Holo,Holo,Teal 43,Teal,43,2,,,
Vapid,Unicorn Blood,,Light Purple Holo with Gold Flash,Holo,Purple 282,Purple,282,2,,,
Vapid,Whooo Are Youuuuu,,Teal to Purple Shifty Holo,Holochrome,Teal 59,Teal,59,2,,,
Vapid,Wine O Clock,,Berry Pink Creme,Creme,Pink 19,Pink,19,2,,,
Vapid,You Really Blue It,,Blue Holo  ,Holo,Blue 234,Blue,234,3,,,
Wing Dust,I Can See Your Holo,,White Gold Flakes with Holo and red shimmer,Shimmer,Glitter 38,Glitter,38,1,,,
Wing Dust,Steel Town Girl,,Darkened Teal Holo with Gold Flake and Blue Flakies,Holo/Flakie,Teal 38,Teal,38,3,,,
Wing Dust,These Broken Wings,,Periwinkle Blue Shimmer with Gold Flake,Shimmer,Blue 185,Blue,185,3,,,
Wing Dust,When Oceans Rise,,Blue Holo with Gold Flake,Flakie,Blue 39,Blue,39,2,,,
Zoya,Charla,,Teal Shimmer,Shimmer,Teal 22,Teal,22,2,,,
Zoya,Cinnamon,,Brown Shimmer,Shimmer,Brown 16,Brown,16,2,,,
Zoya,Finley,,Purple Holo,Holo,Purple 265,Purple,265,2,,,
Zoya,Giada,,Purple Shimmer,Shimmer,Purple 177,Purple,177,2,,,
Zoya,Ibiza,http://www.pinterest.com/pin/15058979977754605/,Dark Navy Blue,Opaque,Blue 29,Blue,29,2,Yes,,
Zoya,Imperial Russia,,Purple Creme,Creme,Purple 98,Purple,98,2,,,
Zoya,India,https://www.pinterest.com/pin/15058979979319650/,Red Shimmer with Gold Shimmer,Shimmer,Red 20,Red,20,2,,,
Zoya,Isla,http://www.pinterest.com/pin/15058979977754667/,Red,Opaque,Red 11,Red,11,2,Yes,,
Zoya,Kimber,,Pink with Gold Shimmer,Shimmer,Pink 18,Pink,18,2,,,
Zoya,Logan,http://www.pinterest.com/pin/15058979977737734/,Green Shimmer,Opaque,Green 7,Green,7,2,Yes,,
Zoya,Neve,http://www.pinterest.com/pin/15058979977754656/,Royal Deep Blue,Creme,Blue 87,Blue,87,3,,,Prolly a 2 coater
Zoya,Olivera,,Blackened Blue Teal Multichrome,Multichrome,Blue 164,Blue,164,2,,,
Zoya,Pinta,http://www.pinterest.com/pin/15058979977754554/,Deep Purple,Opaque,Purple 44,Purple,44,2,,,
Zoya,Purity,,White Creme,Creme,White 5,White,5,2,,,"Took 2 coats, but might have been my application"
Zoya,Savita,,Purple Matte ,Matte,Purple 79,Purple,79,2,,,
Zoya,Song,https://www.pinterest.com/pin/15058979979502338/,Dark Blue Shimmer,Shimmer,Blue 130,Blue,130,2,,,
Zoya,Trixie,http://www.pinterest.com/pin/15058979977737708/,Silver Shimmer,Opaque,Grey 7,Grey,7,2,Yes,,Good for stamping
Zoya,Valerie,https://www.pinterest.com/pin/15058979979502335/,Purple Shimmer,Shimmer,Purple 86,Purple,86,2,,,
Zoya,Veruschka,http://www.pinterest.com/pin/15058979977754601/,Green Matte,Matte,Green 33,Green,33,2,,,
